"S. No","Time","factory_id","COD - (mg/l) Raw","BOD - (mg/l) Raw","pH - (pH) Raw","TSS - (mg/l) Raw"
"4183","2026-02-03 21:42","FACTORY_C","115.00","45.78","7.21","79.68"
"4184","2026-02-03 21:43","FACTORY_C","115.00","42.46","7.21","79.96"
"4185","2026-02-03 21:44","FACTORY_C","115.00","46.25","7.22","81.11"
"4186","2026-02-03 21:45","FACTORY_C","115.00","43.51","7.25","74.85"
"4187","2026-02-03 21:46","FACTORY_C","115.00","45.70","7.20","71.85"
"4188","2026-02-03 21:47","FACTORY_C","115.00","45.27","7.15","79.70"
"4189","2026-02-03 21:48","FACTORY_C","115.00","42.67","7.12","82.45"
"4190","2026-02-03 21:49","FACTORY_C","115.00","43.03","7.27","80.07"
"4191","2026-02-03 21:50","FACTORY_C","115.00","46.56","7.17","81.47"
"4192","2026-02-03 21:51","FACTORY_C","115.00","46.31","7.18","84.39"
"4193","2026-02-03 21:52","FACTORY_C","115.00","43.52","7.35","87.35"
"4194","2026-02-03 21:53","FACTORY_C","115.00","44.47","7.13","81.75"
"4195","2026-02-03 21:54","FACTORY_C","115.00","45.59","7.23","80.23"
"4196","2026-02-03 21:55","FACTORY_C","115.00","44.42","7.27","82.27"
"4197","2026-02-03 21:56","FACTORY_C","115.00","44.83","7.18","77.17"
"4198","2026-02-03 21:57","FACTORY_C","115.00","45.89","7.18","77.82"
"4199","2026-02-03 21:58","FACTORY_C","115.00","43.20","7.10","87.11"
"4200","2026-02-03 21:59","FACTORY_C","115.00","44.47","7.22","80.23"
"4201","2026-02-03 22:00","FACTORY_C","115.00","45.09","7.19","78.54"
"4202","2026-02-03 22:01","FACTORY_C","115.00","45.34","7.23","82.55"
"4203","2026-02-03 22:02","FACTORY_C","115.00","45.56","7.15","79.53"
"4204","2026-02-03 22:03","FACTORY_C","115.00","45.08","7.30","78.73"
"4205","2026-02-03 22:04","FACTORY_C","115.00","44.21","7.12","78.06"
"4206","2026-02-03 22:05","FACTORY_C","115.00","47.27","7.26","74.20"
"4207","2026-02-03 22:06","FACTORY_C","115.00","44.38","7.24","74.42"
"4208","2026-02-03 22:07","FACTORY_C","115.00","42.23","7.29","83.53"
"4209","2026-02-03 22:08","FACTORY_C","115.00","41.92","7.18","82.51"
"4210","2026-02-03 22:09","FACTORY_C","115.00","44.52","7.31","86.16"
"4211","2026-02-03 22:10","FACTORY_C","115.00","46.66","7.20","74.06"
"4212","2026-02-03 22:11","FACTORY_C","115.00","46.08","7.09","81.41"
"4213","2026-02-03 22:12","FACTORY_C","115.00","45.66","7.23","82.38"
"4214","2026-02-03 22:13","FACTORY_C","115.00","49.14","7.23","78.90"
"4215","2026-02-03 22:14","FACTORY_C","115.00","44.08","7.26","67.57"
"4216","2026-02-03 22:15","FACTORY_C","115.00","46.51","7.28","83.14"
"4217","2026-02-03 22:16","FACTORY_C","115.00","44.53","7.25","79.07"
"4218","2026-02-03 22:17","FACTORY_C","115.00","44.83","7.12","77.91"
"4219","2026-02-03 22:18","FACTORY_C","115.00","45.66","7.16","74.91"
"4220","2026-02-03 22:19","FACTORY_C","115.00","46.70","7.25","82.50"
"4221","2026-02-03 22:20","FACTORY_C","115.00","45.72","7.22","77.95"
"4222","2026-02-03 22:21","FACTORY_C","115.00","42.34","7.24","92.48"
"4223","2026-02-03 22:22","FACTORY_C","115.00","44.91","7.13","79.17"
"4224","2026-02-03 22:23","FACTORY_C","115.00","45.74","7.27","84.93"
"4225","2026-02-03 22:24","FACTORY_C","115.00","43.01","7.22","80.65"
"4226","2026-02-03 22:25","FACTORY_C","115.00","45.10","7.15","76.22"
"4227","2026-02-03 22:26","FACTORY_C","115.00","47.04","7.23","83.86"
"4228","2026-02-03 22:27","FACTORY_C","115.00","46.14","7.16","73.84"
"4229","2026-02-03 22:28","FACTORY_C","115.00","43.51","7.20","75.90"
"4230","2026-02-03 22:29","FACTORY_C","115.00","45.03","7.24","78.93"
"4231","2026-02-03 22:30","FACTORY_C","115.00","47.51","7.19","81.74"
"4232","2026-02-03 22:31","FACTORY_C","115.00","45.16","7.18","72.30"
"4233","2026-02-03 22:32","FACTORY_C","115.00","44.28","7.18","81.37"
"4234","2026-02-03 22:33","FACTORY_C","115.00","45.37","7.30","77.24"
"4235","2026-02-03 22:34","FACTORY_C","115.00","46.39","7.05","80.46"
"4236","2026-02-03 22:35","FACTORY_C","115.00","43.09","7.20","81.46"
"4237","2026-02-03 22:36","FACTORY_C","115.00","44.59","7.16","76.44"
"4238","2026-02-03 22:37","FACTORY_C","115.00","45.21","7.14","78.22"
"4239","2026-02-03 22:38","FACTORY_C","115.00","46.75","7.18","75.28"
"4240","2026-02-03 22:39","FACTORY_C","115.00","45.00","7.08","84.11"
"4241","2026-02-03 22:40","FACTORY_C","115.00","45.93","7.19","78.29"
"4242","2026-02-03 22:41","FACTORY_C","115.00","43.44","7.18","80.96"
"4243","2026-02-03 22:42","FACTORY_C","115.00","45.12","7.24","67.91"
"4244","2026-02-03 22:43","FACTORY_C","115.00","47.00","7.21","80.74"
"4245","2026-02-03 22:44","FACTORY_C","115.00","43.74","7.24","88.27"
"4246","2026-02-03 22:45","FACTORY_C","115.00","46.68","7.25","83.30"
"4247","2026-02-03 22:46","FACTORY_C","115.00","46.45","7.19","78.21"
"4248","2026-02-03 22:47","FACTORY_C","115.00","46.03","7.18","80.36"
"4249","2026-02-03 22:48","FACTORY_C","115.00","48.40","7.13","82.24"
"4250","2026-02-03 22:49","FACTORY_C","115.00","43.61","7.16","84.53"
"4251","2026-02-03 22:50","FACTORY_C","115.00","44.84","7.19","79.01"
"4252","2026-02-03 22:51","FACTORY_C","115.00","45.60","7.14","82.64"
"4253","2026-02-03 22:52","FACTORY_C","115.00","43.28","7.22","72.27"
"4254","2026-02-03 22:53","FACTORY_C","115.00","44.43","7.20","71.31"
"4255","2026-02-03 22:54","FACTORY_C","115.00","45.28","7.17","77.78"
"4256","2026-02-03 22:55","FACTORY_C","115.00","46.41","7.13","91.30"
"4257","2026-02-03 22:56","FACTORY_C","115.00","44.25","7.11","75.97"
"4258","2026-02-03 22:57","FACTORY_C","115.00","43.78","7.22","82.91"
"4259","2026-02-03 22:58","FACTORY_C","115.00","43.82","7.19","91.30"
"4260","2026-02-03 22:59","FACTORY_C","115.00","45.58","7.27","78.18"
"4261","2026-02-03 23:00","FACTORY_C","115.00","48.09","7.23","83.33"
"4262","2026-02-03 23:01","FACTORY_C","115.00","43.87","7.23","80.46"
"4263","2026-02-03 23:02","FACTORY_C","115.00","44.08","7.16","76.14"
"4264","2026-02-03 23:03","FACTORY_C","115.00","44.73","7.21","80.84"
"4265","2026-02-03 23:04","FACTORY_C","115.00","46.43","7.17","79.41"
"4266","2026-02-03 23:05","FACTORY_C","115.00","43.44","7.27","79.17"
"4267","2026-02-03 23:06","FACTORY_C","115.00","47.35","7.22","68.16"
"4268","2026-02-03 23:07","FACTORY_C","115.00","48.51","7.26","73.98"
"4269","2026-02-03 23:08","FACTORY_C","115.00","46.13","7.15","76.49"
"4270","2026-02-03 23:09","FACTORY_C","115.00","43.68","7.19","82.99"
"4271","2026-02-03 23:10","FACTORY_C","115.00","45.47","7.11","81.38"
"4272","2026-02-03 23:11","FACTORY_C","115.00","45.91","7.25","81.91"
"4273","2026-02-03 23:12","FACTORY_C","115.00","42.01","7.18","77.80"
"4274","2026-02-03 23:13","FACTORY_C","115.00","49.21","7.25","83.16"
"4275","2026-02-03 23:14","FACTORY_C","115.00","46.64","7.08","87.72"
"4276","2026-02-03 23:15","FACTORY_C","115.00","47.35","7.16","85.15"
"4277","2026-02-03 23:16","FACTORY_C","115.00","47.30","7.14","76.73"
"4278","2026-02-03 23:17","FACTORY_C","115.00","44.94","7.30","80.62"
"4279","2026-02-03 23:18","FACTORY_C","115.00","45.08","7.18","85.72"
"4280","2026-02-03 23:19","FACTORY_C","115.00","44.39","7.18","81.27"
"4281","2026-02-03 23:20","FACTORY_C","115.00","43.98","7.15","75.38"
"4282","2026-02-03 23:21","FACTORY_C","115.00","46.79","7.21","78.21"
"4283","2026-02-03 23:22","FACTORY_C","115.00","44.17","7.20","74.20"
"4284","2026-02-03 23:23","FACTORY_C","115.00","45.22","7.23","78.21"
"4285","2026-02-03 23:24","FACTORY_C","115.00","45.82","7.12","82.01"
"4286","2026-02-03 23:25","FACTORY_C","115.00","46.57","7.31","76.69"
"4287","2026-02-03 23:26","FACTORY_C","115.00","43.13","7.26","81.88"
"4288","2026-02-03 23:27","FACTORY_C","115.00","47.29","7.14","81.78"
"4289","2026-02-03 23:28","FACTORY_C","115.00","46.88","7.24","83.62"
"4290","2026-02-03 23:29","FACTORY_C","115.00","47.00","7.25","82.49"
"4291","2026-02-03 23:30","FACTORY_C","115.00","45.31","7.24","83.25"
"4292","2026-02-03 23:31","FACTORY_C","115.00","43.94","7.15","75.68"
"4293","2026-02-03 23:32","FACTORY_C","115.00","44.76","7.23","78.85"
"4294","2026-02-03 23:33","FACTORY_C","115.00","43.37","7.10","81.72"
"4295","2026-02-03 23:34","FACTORY_C","115.00","43.91","7.19","89.22"
"4296","2026-02-03 23:35","FACTORY_C","115.00","46.71","7.20","84.81"
"4297","2026-02-03 23:36","FACTORY_C","115.00","45.45","7.09","78.17"
"4298","2026-02-03 23:37","FACTORY_C","115.00","46.89","7.24","77.81"
"4299","2026-02-03 23:38","FACTORY_C","115.00","44.79","7.27","83.38"
"4300","2026-02-03 23:39","FACTORY_C","115.00","44.84","7.15","80.33"
"4301","2026-02-03 23:40","FACTORY_C","115.00","45.11","7.23","80.29"
"4302","2026-02-03 23:41","FACTORY_C","115.00","46.59","7.16","77.90"
"4303","2026-02-03 23:42","FACTORY_C","115.00","46.93","7.17","76.96"
"4304","2026-02-03 23:43","FACTORY_C","115.00","46.81","7.26","75.67"
"4305","2026-02-03 23:44","FACTORY_C","115.00","42.31","7.26","84.97"
"4306","2026-02-03 23:45","FACTORY_C","115.00","48.29","7.22","81.44"
"4307","2026-02-03 23:46","FACTORY_C","115.00","46.10","7.19","76.82"
"4308","2026-02-03 23:47","FACTORY_C","115.00","42.62","7.24","80.49"
"4309","2026-02-03 23:48","FACTORY_C","115.00","44.62","7.20","78.58"
"4310","2026-02-03 23:49","FACTORY_C","115.00","47.86","7.23","79.62"
"4311","2026-02-03 23:50","FACTORY_C","115.00","44.89","7.26","79.75"
"4312","2026-02-03 23:51","FACTORY_C","115.00","44.61","7.20","79.03"
"4313","2026-02-03 23:52","FACTORY_C","115.00","42.54","7.15","78.73"
"4314","2026-02-03 23:53","FACTORY_C","115.00","47.40","7.19","81.67"
"4315","2026-02-03 23:54","FACTORY_C","115.00","45.52","7.24","87.60"
"4316","2026-02-03 23:55","FACTORY_C","115.00","45.17","7.18","76.34"
"4317","2026-02-03 23:56","FACTORY_C","115.00","44.53","7.25","70.02"
"4318","2026-02-03 23:57","FACTORY_C","115.00","46.93","7.19","77.39"
"4319","2026-02-03 23:58","FACTORY_C","115.00","45.19","7.18","82.40"
"4320","2026-02-03 23:59","FACTORY_C","115.00","43.32","7.21","80.76"
"4321","2026-02-04 00:00","FACTORY_C","115.00","45.71","7.21","83.10"
"4322","2026-02-04 00:01","FACTORY_C","115.00","45.96","7.20","74.81"
"4323","2026-02-04 00:02","FACTORY_C","115.00","42.31","7.13","85.87"
"4324","2026-02-04 00:03","FACTORY_C","115.00","46.92","7.16","83.43"
"4325","2026-02-04 00:04","FACTORY_C","115.00","43.77","7.21","70.91"
"4326","2026-02-04 00:05","FACTORY_C","115.00","44.58","7.23","71.56"
"4327","2026-02-04 00:06","FACTORY_C","115.00","42.85","7.16","80.48"
"4328","2026-02-04 00:07","FACTORY_C","115.00","45.64","7.28","80.92"
"4329","2026-02-04 00:08","FACTORY_C","115.00","44.54","7.10","86.02"
"4330","2026-02-04 00:09","FACTORY_C","115.00","46.61","7.18","86.55"
"4331","2026-02-04 00:10","FACTORY_C","115.00","43.17","7.14","72.02"
"4332","2026-02-04 00:11","FACTORY_C","115.00","44.55","7.18","82.07"
"4333","2026-02-04 00:12","FACTORY_C","115.00","47.12","7.13","80.64"
"4334","2026-02-04 00:13","FACTORY_C","115.00","42.68","7.23","78.34"
"4335","2026-02-04 00:14","FACTORY_C","115.00","45.88","7.17","73.32"
"4336","2026-02-04 00:15","FACTORY_C","115.00","47.77","7.13","67.85"
"4337","2026-02-04 00:16","FACTORY_C","115.00","44.95","7.24","82.65"
"4338","2026-02-04 00:17","FACTORY_C","115.00","46.23","7.09","76.78"
"4339","2026-02-04 00:18","FACTORY_C","115.00","44.34","7.20","79.41"
"4340","2026-02-04 00:19","FACTORY_C","115.00","45.46","7.10","86.44"
"4341","2026-02-04 00:20","FACTORY_C","115.00","44.18","7.22","80.65"
"4342","2026-02-04 00:21","FACTORY_C","115.00","43.60","7.16","72.95"
"4343","2026-02-04 00:22","FACTORY_C","115.00","43.24","7.19","82.52"
"4344","2026-02-04 00:23","FACTORY_C","115.00","45.95","7.17","82.45"
"4345","2026-02-04 00:24","FACTORY_C","115.00","44.84","7.15","85.50"
"4346","2026-02-04 00:25","FACTORY_C","115.00","43.97","7.27","84.09"
"4347","2026-02-04 00:26","FACTORY_C","115.00","44.92","7.16","79.03"
"4348","2026-02-04 00:27","FACTORY_C","115.00","46.28","7.18","85.03"
"4349","2026-02-04 00:28","FACTORY_C","115.00","45.58","7.23","74.89"
"4350","2026-02-04 00:29","FACTORY_C","115.00","42.93","7.16","78.11"
"4351","2026-02-04 00:30","FACTORY_C","115.00","45.80","7.19","80.44"
"4352","2026-02-04 00:31","FACTORY_C","115.00","43.14","7.21","75.95"
"4353","2026-02-04 00:32","FACTORY_C","115.00","47.50","7.23","78.22"
"4354","2026-02-04 00:33","FACTORY_C","115.00","44.81","7.16","71.79"
"4355","2026-02-04 00:34","FACTORY_C","115.00","45.79","7.19","80.40"
"4356","2026-02-04 00:35","FACTORY_C","115.00","41.87","7.15","81.47"
"4357","2026-02-04 00:36","FACTORY_C","115.00","44.94","7.19","64.98"
"4358","2026-02-04 00:37","FACTORY_C","115.00","43.01","7.18","75.35"
"4359","2026-02-04 00:38","FACTORY_C","115.00","43.38","7.24","81.66"
"4360","2026-02-04 00:39","FACTORY_C","115.00","45.46","7.24","86.73"
"4361","2026-02-04 00:40","FACTORY_C","115.00","45.63","7.17","84.96"
"4362","2026-02-04 00:41","FACTORY_C","115.00","45.56","7.19","77.33"
"4363","2026-02-04 00:42","FACTORY_C","115.00","44.56","7.20","78.53"
"4364","2026-02-04 00:43","FACTORY_C","115.00","44.00","7.25","75.66"
"4365","2026-02-04 00:44","FACTORY_C","115.00","45.71","7.20","74.45"
"4366","2026-02-04 00:45","FACTORY_C","115.00","45.23","7.16","83.35"
"4367","2026-02-04 00:46","FACTORY_C","115.00","48.63","7.21","77.68"
"4368","2026-02-04 00:47","FACTORY_C","115.00","44.90","7.10","74.26"
"4369","2026-02-04 00:48","FACTORY_C","115.00","45.62","7.22","88.27"
"4370","2026-02-04 00:49","FACTORY_C","115.00","46.98","7.25","70.27"
"4371","2026-02-04 00:50","FACTORY_C","115.00","44.56","7.22","78.71"
"4372","2026-02-04 00:51","FACTORY_C","115.00","43.25","7.26","87.25"
"4373","2026-02-04 00:52","FACTORY_C","115.00","42.45","7.19","85.58"
"4374","2026-02-04 00:53","FACTORY_C","115.00","45.98","7.18","82.39"
"4375","2026-02-04 00:54","FACTORY_C","115.00","45.73","7.07","85.54"
"4376","2026-02-04 00:55","FACTORY_C","115.00","45.23","7.15","76.38"
"4377","2026-02-04 00:56","FACTORY_C","115.00","43.76","7.21","76.48"
"4378","2026-02-04 00:57","FACTORY_C","115.00","44.99","7.18","83.62"
"4379","2026-02-04 00:58","FACTORY_C","115.00","46.34","7.19","86.09"
"4380","2026-02-04 00:59","FACTORY_C","115.00","42.79","7.11","88.11"
"4381","2026-02-04 01:00","FACTORY_C","115.00","46.04","7.21","81.63"
"4382","2026-02-04 01:01","FACTORY_C","115.00","44.67","7.16","78.99"
"4383","2026-02-04 01:02","FACTORY_C","115.00","44.59","7.19","82.52"
"4384","2026-02-04 01:03","FACTORY_C","115.00","43.46","7.23","73.16"
"4385","2026-02-04 01:04","FACTORY_C","115.00","45.85","7.28","77.39"
"4386","2026-02-04 01:05","FACTORY_C","115.00","42.95","7.13","75.58"
"4387","2026-02-04 01:06","FACTORY_C","115.00","45.36","7.25","76.82"
"4388","2026-02-04 01:07","FACTORY_C","115.00","45.86","7.18","81.51"
"4389","2026-02-04 01:08","FACTORY_C","115.00","44.74","7.24","79.24"
"4390","2026-02-04 01:09","FACTORY_C","115.00","46.69","7.16","93.41"
"4391","2026-02-04 01:10","FACTORY_C","115.00","45.05","7.16","83.53"
"4392","2026-02-04 01:11","FACTORY_C","115.00","43.95","7.20","83.55"
"4393","2026-02-04 01:12","FACTORY_C","115.00","47.57","7.22","84.96"
"4394","2026-02-04 01:13","FACTORY_C","115.00","45.19","7.15","74.88"
"4395","2026-02-04 01:14","FACTORY_C","115.00","43.55","7.26","77.48"
"4396","2026-02-04 01:15","FACTORY_C","115.00","44.12","7.22","80.35"
"4397","2026-02-04 01:16","FACTORY_C","115.00","43.17","7.20","76.15"
"4398","2026-02-04 01:17","FACTORY_C","115.00","44.47","7.20","78.22"
"4399","2026-02-04 01:18","FACTORY_C","115.00","44.23","7.22","87.31"
"4400","2026-02-04 01:19","FACTORY_C","115.00","45.23","7.19","76.08"
"4401","2026-02-04 01:20","FACTORY_C","115.00","45.95","7.29","78.01"
"4402","2026-02-04 01:21","FACTORY_C","115.00","45.09","7.14","92.38"
"4403","2026-02-04 01:22","FACTORY_C","115.00","46.93","7.18","87.63"
"4404","2026-02-04 01:23","FACTORY_C","115.00","45.55","7.14","86.47"
"4405","2026-02-04 01:24","FACTORY_C","115.00","43.80","7.14","79.97"
"4406","2026-02-04 01:25","FACTORY_C","115.00","45.90","7.13","71.39"
"4407","2026-02-04 01:26","FACTORY_C","115.00","47.06","7.21","82.81"
"4408","2026-02-04 01:27","FACTORY_C","115.00","43.72","7.09","86.81"
"4409","2026-02-04 01:28","FACTORY_C","115.00","45.48","7.08","77.44"
"4410","2026-02-04 01:29","FACTORY_C","115.00","44.90","7.14","73.51"
"4411","2026-02-04 01:30","FACTORY_C","115.00","44.45","7.18","80.97"
"4412","2026-02-04 01:31","FACTORY_C","115.00","42.92","7.21","83.74"
"4413","2026-02-04 01:32","FACTORY_C","115.00","44.19","7.16","79.78"
"4414","2026-02-04 01:33","FACTORY_C","115.00","48.23","7.19","89.25"
"4415","2026-02-04 01:34","FACTORY_C","115.00","44.50","7.26","76.92"
"4416","2026-02-04 01:35","FACTORY_C","115.00","44.17","7.18","76.37"
"4417","2026-02-04 01:36","FACTORY_C","115.00","45.50","7.17","81.70"
"4418","2026-02-04 01:37","FACTORY_C","115.00","44.82","7.25","81.41"
"4419","2026-02-04 01:38","FACTORY_C","115.00","44.58","7.20","86.32"
"4420","2026-02-04 01:39","FACTORY_C","115.00","44.66","7.21","78.46"
"4421","2026-02-04 01:40","FACTORY_C","115.00","45.10","7.20","87.39"
"4422","2026-02-04 01:41","FACTORY_C","115.00","42.06","7.18","89.02"
"4423","2026-02-04 01:42","FACTORY_C","115.00","46.69","7.11","78.32"
"4424","2026-02-04 01:43","FACTORY_C","115.00","45.80","7.25","85.96"
"4425","2026-02-04 01:44","FACTORY_C","115.00","48.55","7.25","89.65"
"4426","2026-02-04 01:45","FACTORY_C","115.00","45.93","7.28","87.44"
"4427","2026-02-04 01:46","FACTORY_C","115.00","45.36","7.14","74.86"
"4428","2026-02-04 01:47","FACTORY_C","115.00","44.55","7.23","79.03"
"4429","2026-02-04 01:48","FACTORY_C","115.00","42.29","7.15","79.45"
"4430","2026-02-04 01:49","FACTORY_C","115.00","44.55","7.15","77.80"
"4431","2026-02-04 01:50","FACTORY_C","115.00","42.89","7.12","76.37"
"4432","2026-02-04 01:51","FACTORY_C","115.00","46.89","7.21","74.79"
"4433","2026-02-04 01:52","FACTORY_C","115.00","45.84","7.23","83.26"
"4434","2026-02-04 01:53","FACTORY_C","115.00","44.58","7.27","77.31"
"4435","2026-02-04 01:54","FACTORY_C","115.00","44.78","7.20","77.96"
"4436","2026-02-04 01:55","FACTORY_C","115.00","45.33","7.19","85.35"
"4437","2026-02-04 01:56","FACTORY_C","115.00","46.43","7.24","83.68"
"4438","2026-02-04 01:57","FACTORY_C","115.00","44.66","7.22","85.21"
"4439","2026-02-04 01:58","FACTORY_C","115.00","44.70","7.19","82.79"
"4440","2026-02-04 01:59","FACTORY_C","115.00","44.29","7.19","81.02"
"4441","2026-02-04 02:00","FACTORY_C","115.00","46.76","7.23","74.36"
"4442","2026-02-04 02:01","FACTORY_C","115.00","44.14","7.18","72.50"
"4443","2026-02-04 02:02","FACTORY_C","115.00","43.05","7.12","80.27"
"4444","2026-02-04 02:03","FACTORY_C","115.00","46.60","7.17","73.38"
"4445","2026-02-04 02:04","FACTORY_C","115.00","43.58","7.30","96.32"
"4446","2026-02-04 02:05","FACTORY_C","115.00","44.95","7.26","84.66"
"4447","2026-02-04 02:06","FACTORY_C","115.00","47.44","7.23","81.79"
"4448","2026-02-04 02:07","FACTORY_C","115.00","44.83","7.33","79.83"
"4449","2026-02-04 02:08","FACTORY_C","115.00","42.94","7.21","86.10"
"4450","2026-02-04 02:09","FACTORY_C","115.00","43.67","7.23","85.38"
"4451","2026-02-04 02:10","FACTORY_C","115.00","44.97","7.19","75.27"
"4452","2026-02-04 02:11","FACTORY_C","115.00","44.81","7.20","87.61"
"4453","2026-02-04 02:12","FACTORY_C","115.00","43.96","7.20","74.54"
"4454","2026-02-04 02:13","FACTORY_C","115.00","41.05","7.28","73.55"
"4455","2026-02-04 02:14","FACTORY_C","115.00","46.10","7.22","83.10"
"4456","2026-02-04 02:15","FACTORY_C","115.00","47.12","7.36","68.37"
"4457","2026-02-04 02:16","FACTORY_C","115.00","42.57","7.19","87.97"
"4458","2026-02-04 02:17","FACTORY_C","115.00","44.09","7.21","81.67"
"4459","2026-02-04 02:18","FACTORY_C","115.00","43.01","7.17","86.87"
"4460","2026-02-04 02:19","FACTORY_C","115.00","45.38","7.14","73.55"
"4461","2026-02-04 02:20","FACTORY_C","115.00","47.05","7.18","83.01"
"4462","2026-02-04 02:21","FACTORY_C","115.00","44.33","7.23","81.66"
"4463","2026-02-04 02:22","FACTORY_C","115.00","46.76","7.20","75.08"
"4464","2026-02-04 02:23","FACTORY_C","115.00","42.80","7.07","82.34"
"4465","2026-02-04 02:24","FACTORY_C","115.00","46.36","7.25","79.38"
"4466","2026-02-04 02:25","FACTORY_C","115.00","45.82","7.27","75.89"
"4467","2026-02-04 02:26","FACTORY_C","115.00","42.98","7.20","81.68"
"4468","2026-02-04 02:27","FACTORY_C","115.00","46.22","7.18","74.06"
"4469","2026-02-04 02:28","FACTORY_C","115.00","44.34","7.10","78.08"
"4470","2026-02-04 02:29","FACTORY_C","115.00","42.62","7.20","78.50"
"4471","2026-02-04 02:30","FACTORY_C","115.00","44.07","7.16","80.57"
"4472","2026-02-04 02:31","FACTORY_C","115.00","44.04","7.12","74.76"
"4473","2026-02-04 02:32","FACTORY_C","115.00","44.31","7.26","78.52"
"4474","2026-02-04 02:33","FACTORY_C","115.00","44.57","7.27","82.51"
"4475","2026-02-04 02:34","FACTORY_C","115.00","46.76","7.16","78.12"
"4476","2026-02-04 02:35","FACTORY_C","115.00","44.50","7.17","79.80"
"4477","2026-02-04 02:36","FACTORY_C","115.00","43.10","7.21","74.52"
"4478","2026-02-04 02:37","FACTORY_C","115.00","48.37","7.26","80.01"
"4479","2026-02-04 02:38","FACTORY_C","115.00","44.71","7.20","87.80"
"4480","2026-02-04 02:39","FACTORY_C","115.00","44.82","7.22","73.89"
"4481","2026-02-04 02:40","FACTORY_C","115.00","43.46","7.24","79.87"
"4482","2026-02-04 02:41","FACTORY_C","115.00","43.95","7.22","78.24"
"4483","2026-02-04 02:42","FACTORY_C","115.00","43.38","7.18","85.27"
"4484","2026-02-04 02:43","FACTORY_C","115.00","44.70","7.11","85.07"
"4485","2026-02-04 02:44","FACTORY_C","115.00","46.41","7.17","83.22"
"4486","2026-02-04 02:45","FACTORY_C","115.00","42.46","7.20","76.75"
"4487","2026-02-04 02:46","FACTORY_C","115.00","44.91","7.25","77.99"
"4488","2026-02-04 02:47","FACTORY_C","115.00","45.80","7.14","87.35"
"4489","2026-02-04 02:48","FACTORY_C","115.00","42.91","7.22","81.25"
"4490","2026-02-04 02:49","FACTORY_C","115.00","46.02","7.19","74.94"
"4491","2026-02-04 02:50","FACTORY_C","115.00","44.84","7.16","84.42"
"4492","2026-02-04 02:51","FACTORY_C","115.00","44.04","7.20","78.22"
"4493","2026-02-04 02:52","FACTORY_C","115.00","43.76","7.20","76.11"
"4494","2026-02-04 02:53","FACTORY_C","115.00","46.26","7.20","74.99"
"4495","2026-02-04 02:54","FACTORY_C","115.00","43.83","7.14","79.65"
"4496","2026-02-04 02:55","FACTORY_C","115.00","47.10","7.18","79.55"
"4497","2026-02-04 02:56","FACTORY_C","115.00","44.33","7.31","78.12"
"4498","2026-02-04 02:57","FACTORY_C","115.00","44.21","7.23","82.92"
"4499","2026-02-04 02:58","FACTORY_C","115.00","44.18","7.14","74.67"
"4500","2026-02-04 02:59","FACTORY_C","115.00","43.64","7.22","72.26"
"4501","2026-02-04 03:00","FACTORY_C","115.00","45.38","7.16","87.40"
"4502","2026-02-04 03:01","FACTORY_C","115.00","46.79","7.20","77.68"
"4503","2026-02-04 03:02","FACTORY_C","115.00","43.69","7.26","72.93"
"4504","2026-02-04 03:03","FACTORY_C","115.00","46.10","7.28","78.93"
"4505","2026-02-04 03:04","FACTORY_C","115.00","46.54","7.19","75.00"
"4506","2026-02-04 03:05","FACTORY_C","115.00","45.32","7.21","90.30"
"4507","2026-02-04 03:06","FACTORY_C","115.00","45.89","7.22","73.25"
"4508","2026-02-04 03:07","FACTORY_C","115.00","45.36","7.26","82.18"
"4509","2026-02-04 03:08","FACTORY_C","115.00","43.95","7.19","79.22"
"4510","2026-02-04 03:09","FACTORY_C","115.00","42.44","7.17","82.38"
"4511","2026-02-04 03:10","FACTORY_C","115.00","45.92","7.20","75.90"
"4512","2026-02-04 03:11","FACTORY_C","115.00","43.60","7.20","81.65"
"4513","2026-02-04 03:12","FACTORY_C","115.00","44.46","7.21","80.39"
"4514","2026-02-04 03:13","FACTORY_C","115.00","46.10","7.29","77.43"
"4515","2026-02-04 03:14","FACTORY_C","115.00","43.38","7.15","78.33"
"4516","2026-02-04 03:15","FACTORY_C","115.00","45.68","7.14","81.79"
"4517","2026-02-04 03:16","FACTORY_C","115.00","44.00","7.18","81.79"
"4518","2026-02-04 03:17","FACTORY_C","115.00","44.82","7.20","79.15"
"4519","2026-02-04 03:18","FACTORY_C","115.00","45.43","7.21","81.61"
"4520","2026-02-04 03:19","FACTORY_C","115.00","45.46","7.31","82.88"
"4521","2026-02-04 03:20","FACTORY_C","115.00","44.05","7.19","76.89"
"4522","2026-02-04 03:21","FACTORY_C","115.00","43.87","7.19","75.17"
"4523","2026-02-04 03:22","FACTORY_C","115.00","44.43","7.23","68.31"
"4524","2026-02-04 03:23","FACTORY_C","115.00","44.73","7.30","78.27"
"4525","2026-02-04 03:24","FACTORY_C","115.00","46.58","7.11","84.41"
"4526","2026-02-04 03:25","FACTORY_C","115.00","43.21","7.25","84.49"
"4527","2026-02-04 03:26","FACTORY_C","115.00","43.86","7.27","82.37"
"4528","2026-02-04 03:27","FACTORY_C","115.00","43.79","7.24","73.97"
"4529","2026-02-04 03:28","FACTORY_C","115.00","43.42","7.22","83.34"
"4530","2026-02-04 03:29","FACTORY_C","115.00","41.85","7.25","78.15"
